,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,161226,国投瑞银白银期货(LOF)A,1.5595,12-09,限大额,开放赎回,,10.0,100.0,0.1,161226,国投白银LOF,1.815,0.106,6.2,2812106.0,504975024.758,1.8,1.819,1.772,1.709,11.62,4394108001,4394108001,16.383456235973057,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161226.html
1,160726,嘉实瑞享定期混合,1.0183,12-09,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.966,0.0,0.0,469.0,44878.3,0.96,0.966,0.954,0.966,0.12,39334455,39334455,-5.136010998723363,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
2,501065,汇添富经典成长定开混合,1.3494,12-09,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.272,-0.002,-0.16,466.0,59456.0,1.276,1.278,1.264,1.274,0.36,16600109,16600109,-5.735882614495325,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
3,501038,银华明择多策略定期开放混合,1.8953,12-09,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.784,-0.023,-1.27,715.0,127603.0,1.793,1.804,1.783,1.807,0.7,18269052,18269052,-5.87242125257215,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
4,161914,万家创业板2年定期开放混合A,0.7458,12-09,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.698,0.001,0.14,441.0,30552.22,0.696,0.698,0.692,0.697,0.03,116380704,116380704,-6.409224993295798,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
5,166027,中欧创业板两年定开混合A,0.9606,12-09,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.898,0.0,0.0,34.0,3038.3,0.891,0.898,0.891,0.898,0.0,67881746,67881746,-6.516760358109513,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
6,161912,万家社会责任18个月定开A,3.5557,12-09,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.318,0.002,0.06,3605.0,1188422.1,3.327,3.327,3.282,3.316,0.67,179655383,179655383,-6.685040920212611,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
7,506008,长城科创两年定开混合A,0.977,12-09,暂停申购,暂停赎回,2027-11-04,10.0,100000000000.0,0.15,506008,科创板长城,0.911,0.0,0.0,969.0,88025.0,0.91,0.911,0.902,0.911,0.13,68317712,68317712,-6.755373592630496,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506008.html
8,501070,广发睿阳三年定开混合,1.1988,12-09,暂停申购,暂停赎回,2028-03-06,10.0,100000000000.0,0.15,501070,广发睿阳,1.116,0.001,0.09,353.0,39327.0,1.107,1.12,1.107,1.115,0.22,18313337,18313337,-6.906906906906905,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501070.html
9,160529,博时创业板两年定开混合,1.357,12-09,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,1.261,0.009,0.72,1539.0,192665.752,1.242,1.261,1.24,1.252,0.42,46751879,46751879,-7.074428887251296,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
10,160926,大成创业板两年定开混合A,1.1192,12-09,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,1.038,0.0,0.0,2321.0,240772.285,1.035,1.038,1.035,1.038,0.3,79700840,79700840,-7.255182273052174,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
11,161040,富国创业板两年定开混合,1.7837,12-09,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.653,0.003,0.18,5117.0,844691.6,1.65,1.654,1.638,1.65,0.73,115510871,115510871,-7.327465380949713,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
12,160325,华夏创业板两年定开混合,1.3238,12-09,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,1.225,0.003,0.25,4489.0,545690.076,1.237,1.237,1.209,1.222,0.4,138072102,138072102,-7.4633630457773075,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
13,160143,南方创业板2年定期开放混合,1.3277,12-09,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,1.225,0.0,0.0,685.0,83579.6,1.216,1.226,1.204,1.225,0.25,33134066,33134066,-7.7351811403178425,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
