,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,161226,国投瑞银白银期货(LOF)A,1.7164,12-17,限大额,开放赎回,,10.0,100.0,0.1,161226,国投白银LOF,2.332,0.103,4.62,7167185.0,1694887615.348,2.229,2.45,2.229,2.229,28.99,5764719932,5764719932,35.86576555581449,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161226.html
1,501008,汇添富中证互联网医疗指数(LOF)C,0.9002,12-17,开放申购,开放赎回,,10.0,100000000000.0,0.0,501008,互联网医疗LOFC,0.947,0.052,5.81,9711.0,906543.0,0.903,0.948,0.896,0.895,40.64,2262951,2262951,5.198844701177511,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501008.html
2,501062,南方瑞合定开混合(LOF),1.9043,12-17,暂停申购,暂停赎回,2027-09-06,10.0,100000000000.0,0.15,501062,南方瑞合LOF,1.808,0.0,0.0,3057.0,551272.0,1.802,1.815,1.798,1.808,0.37,148866019,148866019,-5.056976316756816,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501062.html
3,166024,中欧恒利三年定期开放混合,1.244,12-17,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,1.178,-0.004,-0.34,1158.0,136352.5,1.183,1.183,1.177,1.182,0.13,101221335,101221335,-5.3054662379421265,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
4,160726,嘉实瑞享定期混合,1.0254,12-17,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.967,-0.002,-0.21,203.0,19628.3,0.976,0.976,0.961,0.969,0.05,39375174,39375174,-5.695338404525074,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
5,166027,中欧创业板两年定开混合A,0.9587,12-17,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.9,-0.002,-0.22,26.0,2339.8,0.899,0.9,0.899,0.902,0.0,68043602,68043602,-6.122874726191715,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
6,501088,嘉实瑞虹三年定期混合,0.8167,12-17,暂停申购,暂停赎回,2028-10-25,10.0,100000000000.0,0.15,501088,嘉实瑞虹,0.763,-0.004,-0.52,230.0,17663.0,0.768,0.768,0.763,0.767,0.13,13230573,13230573,-6.575241826864206,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501088.html
7,161912,万家社会责任18个月定开A,3.5203,12-17,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.284,-0.02,-0.61,6766.0,2230541.2,3.275,3.316,3.275,3.304,1.25,177821973,177821973,-6.712496094082901,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
8,501065,汇添富经典成长定开混合,1.3458,12-17,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.255,-0.011,-0.87,726.0,91431.0,1.264,1.264,1.255,1.266,0.56,16378252,16378252,-6.746916332293075,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
9,501038,银华明择多策略定期开放混合,1.9005,12-17,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.772,0.001,0.06,5.0,886.0,1.772,1.772,1.772,1.771,0.0,18146166,18146166,-6.761378584583007,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
