,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,501200,民生加银科技创新混合(LOF),0.8414,10-14,开放申购,开放赎回,,10.0,100000000000.0,0.15,501200,科创加银LOF,0.892,-0.006,-0.67,401.0,35675.0,0.986,0.986,0.869,0.898,0.77,4645268,4645268,6.013786546232467,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501200.html
1,166027,中欧创业板两年定开混合A,0.9507,10-14,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.898,0.003,0.34,105.0,9420.5,0.878,0.898,0.878,0.895,0.01,67640614,67640614,-5.543283896076572,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
2,166025,中欧远见两年定开混合A,0.7734,10-14,暂停申购,暂停赎回,2027-04-26,10.0,100000000000.0,0.15,166025,中欧远见定开,0.73,0.002,0.27,1739.0,127029.7,0.73,0.732,0.73,0.728,0.3,42718743,42718743,-5.611585208171708,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166025.html
3,501046,财通多策略福鑫定开混合,3.6424,10-14,暂停申购,暂停赎回,2026-11-09,10.0,100000000000.0,0.15,501046,财通福鑫定开混合,3.428,0.029,0.85,8963.0,3022398.0,3.399,3.449,3.292,3.399,5.39,56973703,56973703,-5.8862288600922446,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501046.html
4,161040,富国创业板两年定开混合,1.6524,10-14,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.55,0.018,1.17,2967.0,456732.6,1.532,1.55,1.531,1.532,0.43,107271977,107271977,-6.19704671992254,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
5,160143,南方创业板2年定期开放混合,1.2535,10-14,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,1.173,0.003,0.26,907.0,105462.2,1.149,1.178,1.147,1.17,0.34,31733239,31733239,-6.422018348623854,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
6,160325,华夏创业板两年定开混合,1.202,10-14,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,1.123,0.005,0.45,6934.0,771294.508,1.109,1.123,1.107,1.118,0.62,124743327,124743327,-6.572379367720463,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
7,160529,博时创业板两年定开混合,1.3167,10-14,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,1.228,0.021,1.74,1313.0,158437.2,1.207,1.228,1.195,1.207,0.35,45528278,45528278,-6.736538315485683,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
8,161912,万家社会责任18个月定开A,3.2596,10-14,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.036,0.037,1.23,6771.0,2038646.582,2.998,3.036,2.975,2.999,1.25,163866163,163866163,-6.859737391090926,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
9,162720,广发创业板两年定开混合,1.1132,10-14,暂停申购,暂停赎回,2026-10-29,10.0,100000000000.0,0.15,162720,广发创业板定开,1.034,0.007,0.68,4986.0,508270.476,1.025,1.036,1.007,1.027,0.34,151064908,151064908,-7.114624505928849,T+1,T+1,https://fundf10.eastmoney.com/jjfl_162720.html
10,160926,大成创业板两年定开混合A,1.1007,10-14,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,1.02,0.018,1.8,3996.0,405351.1,1.003,1.02,1.003,1.002,0.52,78135535,78135535,-7.331698010357044,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
11,161914,万家创业板2年定期开放混合A,0.7876,10-14,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.727,0.009,1.25,8924.0,640684.83,0.72,0.728,0.715,0.718,0.54,120188585,120188585,-7.6942610462163525,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
12,506002,易方达科创板两年定开混合,1.4584,10-14,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,506002,易方达科创板,1.339,0.021,1.59,22519.0,2979448.0,1.318,1.339,1.305,1.318,1.03,294143620,294143620,-8.187054306088863,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506002.html
13,506001,万家科创板2年定开混合,1.3311,10-14,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,万家科创板,1.208,0.007,0.58,10574.0,1267819.0,1.202,1.21,1.189,1.201,0.96,133038490,133038490,-9.24799038389302,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
14,506003,富国科创板两年定开混合,0.9668,10-14,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506003,富国科创板,0.874,0.008,0.92,6891.0,596439.0,0.866,0.874,0.857,0.866,0.31,196025265,196025265,-9.59867604468349,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506003.html
15,506006,汇添富科创板2年定开混合,1.1229,10-14,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506006,汇添富科创板,1.009,0.014,1.41,30958.0,3091866.0,0.995,1.009,0.992,0.995,1.39,224243792,224243792,-10.143378751447155,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506006.html
16,506005,博时科创板三年定开混合,1.2534,10-14,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,506005,科创板博时,1.126,0.013,1.17,73559.0,8185890.0,1.113,1.126,1.102,1.113,0.96,861106590,861106590,-10.164352959948953,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506005.html
17,506000,南方科创板3年定开混合,1.0998,10-14,暂停申购,暂停赎回,2026-08-25,10.0,100000000000.0,0.15,506000,科创板基金,0.969,0.005,0.52,119091.0,11473938.0,0.963,0.971,0.954,0.964,1.51,762820444,762820444,-11.893071467539563,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506000.html
