,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,501312,华宝海外科技股票(QDII-LOF)A,2.1257,10-20,限大额,开放赎回,,10.0,100.0,0.12,501312,海外科技LOF,2.267,0.064,2.91,451083.0,100756094.0,2.178,2.275,2.178,2.203,20.7,494083582,494083582,6.647222091546302,T+2,T+2,https://fundf10.eastmoney.com/jjfl_501312.html
1,164814,工银双债增强债券,1.116,10-21,开放申购,开放赎回,,10.0,100000000000.0,0.04,164814,工银双债LOF,1.187,0.076,6.84,1483.0,179065.29,1.127,1.217,1.127,1.111,20.48,859675,859675,6.362007168458776,T+1,T+1,https://fundf10.eastmoney.com/jjfl_164814.html
2,169201,浙商鼎盈事件驱动混合,1.6093,10-21,开放申购,开放赎回,,10.0,100000000000.0,0.15,169201,浙商鼎盈LOF,1.696,-0.09,-5.04,606.0,100822.333,1.621,1.738,1.621,1.786,7.09,1448352,1448352,5.387435530976201,T+1,T+1,https://fundf10.eastmoney.com/jjfl_169201.html
3,161724,招商中证煤炭等权指数(LOF)A,2.2117,10-21,开放申购,开放赎回,,10.0,100000000000.0,0.1,161724,煤炭等权LOF,2.33,-0.259,-10.0,4791.0,1116303.0,2.33,2.33,2.33,2.589,6.06,18411902,18411902,5.348826694397977,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161724.html
4,160719,嘉实黄金,2.069,10-20,限大额,开放赎回,,10.0,100.0,0.08,160719,嘉实黄金LOF,1.963,-0.08,-3.92,133944.0,26088935.294,1.935,1.965,1.932,2.043,15.12,173929968,173929968,-5.123247945867563,T+2,T+2,https://fundf10.eastmoney.com/jjfl_160719.html
5,164701,汇添富黄金及贵金属(QDII-LOF-FOF)A,1.792,10-20,限大额,开放赎回,,10.0,10000.0,0.08,164701,黄金LOF,1.699,-0.074,-4.17,254509.0,42912745.186,1.68,1.705,1.671,1.773,25.5,169551987,169551987,-5.1897321428571415,T+2,T+2,https://fundf10.eastmoney.com/jjfl_164701.html
6,161116,易方达黄金主题人民币A,1.7225,10-20,限大额,开放赎回,,10.0,100.0,0.1,161116,黄金主题LOF,1.633,-0.067,-3.94,522608.0,84566264.12,1.609,1.64,1.607,1.7,22.31,382513990,382513990,-5.195936139332361,T+2,T+2,https://fundf10.eastmoney.com/jjfl_161116.html
7,160216,国泰大宗商品(QDII-LOF)A,0.668,10-20,限大额,开放赎回,,10.0,300000.0,0.15,160216,国泰商品LOF,0.632,-0.028,-4.24,159302.0,9992284.866,0.628,0.633,0.623,0.66,23.51,42832294,42832294,-5.389221556886232,T+2,T+2,https://fundf10.eastmoney.com/jjfl_160216.html
8,501065,汇添富经典成长定开混合,1.3875,10-21,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.309,-0.004,-0.3,5.0,655.0,1.311,1.311,1.309,1.313,0.0,17082974,17082974,-5.6576576576576585,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
9,166025,中欧远见两年定开混合A,0.7785,10-21,暂停申购,暂停赎回,2027-04-26,10.0,100000000000.0,0.15,166025,中欧远见定开,0.73,-0.002,-0.27,1268.0,92114.5,0.726,0.733,0.726,0.732,0.22,42740953,42740953,-6.229929351316634,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166025.html
10,166024,中欧恒利三年定期开放混合,1.2138,10-21,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,1.136,-0.003,-0.26,863.0,97480.3,1.134,1.136,1.127,1.139,0.1,97611288,97611288,-6.409622672598458,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
11,166027,中欧创业板两年定开混合A,0.95,10-21,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.888,-0.006,-0.67,1017.0,90307.8,0.886,0.888,0.886,0.894,0.14,66887378,66887378,-6.526315789473679,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
12,501046,财通多策略福鑫定开混合,3.9968,10-21,暂停申购,暂停赎回,2026-11-09,10.0,100000000000.0,0.15,501046,财通福鑫定开混合,3.709,-0.008,-0.22,10755.0,3996554.0,3.681,3.76,3.601,3.717,6.47,61638387,61638387,-7.200760608486785,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501046.html
13,161914,万家创业板2年定期开放混合A,0.7698,10-21,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.714,-0.003,-0.42,10255.0,729022.247,0.717,0.717,0.707,0.717,0.62,118603912,118603912,-7.2486360093530875,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
14,161132,易方达科顺定开混合,2.1587,10-21,暂停申购,暂停赎回,2027-12-21,10.0,100000000000.0,0.15,161132,易方达科顺定开,1.996,-0.002,-0.1,150.0,29931.9,1.991,1.996,1.991,1.998,0.22,13607119,13607119,-7.536943530828742,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161132.html
15,161912,万家社会责任18个月定开A,3.4383,10-21,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.169,-0.003,-0.09,10123.0,3198496.232,3.143,3.183,3.115,3.172,1.87,171184430,171184430,-7.8323590146293185,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
16,160143,南方创业板2年定期开放混合,1.29,10-21,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,1.181,-0.004,-0.34,1342.0,158670.4,1.185,1.185,1.181,1.185,0.5,31943944,31943944,-8.449612403100774,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
17,160926,大成创业板两年定开混合A,1.1228,10-21,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,1.027,-0.002,-0.19,2596.0,266506.08,1.023,1.031,1.02,1.029,0.34,78755685,78755685,-8.532240826505175,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
18,160529,博时创业板两年定开混合,1.3535,10-21,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,1.235,-0.009,-0.72,84.0,10456.2,1.247,1.249,1.234,1.244,0.02,45854934,45854934,-8.755079423716278,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
19,161040,富国创业板两年定开混合,1.7228,10-21,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.563,-0.011,-0.7,5984.0,937283.816,1.561,1.574,1.536,1.574,0.86,108990120,108990120,-9.275597863942428,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
20,160325,华夏创业板两年定开混合,1.247,10-21,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,1.13,-0.01,-0.88,3188.0,362101.2,1.131,1.138,1.13,1.14,0.29,125633460,125633460,-9.382518043303946,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
21,506002,易方达科创板两年定开混合,1.4753,10-21,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,506002,易方达科创板,1.33,-0.006,-0.45,21970.0,2925969.0,1.336,1.336,1.32,1.336,1.0,292813598,292813598,-9.848844302853657,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506002.html
22,162720,广发创业板两年定开混合,1.1624,10-21,暂停申购,暂停赎回,2026-10-29,10.0,100000000000.0,0.15,162720,广发创业板定开,1.041,-0.005,-0.48,4727.0,491224.23,1.045,1.049,1.033,1.046,0.32,152087591,152087591,-10.443909153475582,T+1,T+1,https://fundf10.eastmoney.com/jjfl_162720.html
23,506006,汇添富科创板2年定开混合,1.1236,10-21,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506006,汇添富科创板,1.002,-0.002,-0.2,4590.0,458011.0,1.001,1.006,0.994,1.004,0.21,222692997,222692997,-10.822356710573153,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506006.html
24,506001,万家科创板2年定开混合,1.3444,10-21,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,万家科创板,1.191,-0.011,-0.92,2819.0,336271.0,1.201,1.201,1.169,1.202,0.26,131172691,131172691,-11.410294555191905,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
25,506003,富国科创板两年定开混合,0.9911,10-21,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506003,富国科创板,0.878,-0.007,-0.79,5654.0,497863.0,0.88,0.889,0.877,0.885,0.25,197096425,197096425,-11.411562909898091,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506003.html
26,506005,博时科创板三年定开混合,1.2731,10-21,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,506005,科创板博时,1.112,-0.004,-0.36,63421.0,7047341.0,1.115,1.118,1.104,1.116,0.83,850707578,850707578,-12.654151284266735,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506005.html
27,506000,南方科创板3年定开混合,1.0798,10-21,暂停申购,暂停赎回,2026-08-25,10.0,100000000000.0,0.15,506000,科创板基金,0.943,-0.008,-0.84,72862.0,6860041.0,0.944,0.948,0.937,0.951,0.92,743203950,743203950,-12.669012780144485,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506000.html
