,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,161226,国投瑞银白银期货(LOF)A,1.6077,12-10,限大额,开放赎回,,10.0,100.0,0.1,161226,国投白银LOF,1.938,0.123,6.78,4247177.0,807063111.847,1.84,1.938,1.84,1.815,17.5,4703088632,4703088632,20.544877775704425,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161226.html
1,166024,中欧恒利三年定期开放混合,1.2397,12-10,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,1.176,-0.007,-0.59,3564.0,420779.0,1.183,1.186,1.176,1.183,0.41,101049482,101049482,-5.138339920948623,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
2,160726,嘉实瑞享定期混合,1.0215,12-10,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.966,0.0,0.0,806.0,78169.2,0.96,0.979,0.944,0.966,0.2,39334455,39334455,-5.433186490455222,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
3,501088,嘉实瑞虹三年定期混合,0.8177,12-10,暂停申购,暂停赎回,2028-10-25,10.0,100000000000.0,0.15,501088,嘉实瑞虹,0.77,-0.007,-0.9,126.0,9725.0,0.772,0.772,0.77,0.777,0.07,13259400,13259400,-5.833435245199947,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501088.html
4,501065,汇添富经典成长定开混合,1.3502,12-10,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.271,-0.001,-0.08,29.0,3687.0,1.275,1.275,1.268,1.272,0.02,16587058,16587058,-5.865797659605996,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
5,501038,银华明择多策略定期开放混合,1.9059,12-10,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.783,-0.001,-0.06,10.0,1782.0,1.781,1.792,1.774,1.784,0.01,18258812,18258812,-6.448397082743061,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
6,506008,长城科创两年定开混合A,0.976,12-10,暂停申购,暂停赎回,2027-11-04,10.0,100000000000.0,0.15,506008,科创板长城,0.911,0.0,0.0,833.0,75556.0,0.91,0.911,0.904,0.911,0.11,68317712,68317712,-6.659836065573765,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506008.html
7,501070,广发睿阳三年定开混合,1.1997,12-10,暂停申购,暂停赎回,2028-03-06,10.0,100000000000.0,0.15,501070,广发睿阳,1.115,-0.001,-0.09,56.0,6247.0,1.115,1.116,1.115,1.116,0.03,18296927,18296927,-7.060098357922814,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501070.html
8,160529,博时创业板两年定开混合,1.3587,12-10,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,1.26,-0.001,-0.08,61.0,7676.3,1.256,1.266,1.256,1.261,0.02,46714804,46714804,-7.2642967542503865,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
9,166027,中欧创业板两年定开混合A,0.9628,12-10,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.892,-0.005,-0.56,737.0,65904.756,0.899,0.899,0.892,0.897,0.1,67428193,67428193,-7.353552139592852,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
