,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,501048,汇添富中证全指证券公司ETF联接(LOF)C,1.2276,09-26,开放申购,开放赎回,,10.0,100000000000.0,0.0,501048,证券公司LOFC,1.298,0.068,5.53,1036.0,135091.0,1.219,1.353,1.219,1.23,5.18,2597168,2597168,5.7347670250896075,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501048.html
1,501065,汇添富经典成长定开混合,1.3826,09-26,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.313,0.002,0.15,636.0,83350.0,1.31,1.314,1.299,1.311,0.49,17005451,17005451,-5.033993924490099,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
2,161132,易方达科顺定开混合,2.1482,09-26,暂停申购,暂停赎回,2027-12-21,10.0,100000000000.0,0.15,161132,易方达科顺定开,2.039,0.008,0.39,650.0,130854.525,2.014,2.039,1.976,2.031,0.95,13900059,13900059,-5.083325574899914,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161132.html
3,501046,财通多策略福鑫定开混合,3.9757,09-26,暂停申购,暂停赎回,2026-11-09,10.0,100000000000.0,0.15,501046,财通福鑫定开混合,3.771,-0.01,-0.26,12721.0,4786731.0,3.7,3.798,3.7,3.781,7.66,62650263,62650263,-5.148778831400757,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501046.html
4,166024,中欧恒利三年定期开放混合,1.1862,09-26,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,1.125,0.01,0.9,2761.0,309180.7,1.115,1.127,1.115,1.115,0.32,96666110,96666110,-5.159332321699538,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
5,160726,嘉实瑞享定期混合,1.0608,09-26,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,1.0,0.009,0.91,1272.0,127775.5,0.989,1.008,0.989,0.991,0.33,38835666,38835666,-5.7315233785821995,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
6,501038,银华明择多策略定期开放混合,2.0311,09-26,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.91,-0.005,-0.26,87.0,16505.0,1.898,1.912,1.893,1.915,0.09,19426228,19426228,-5.962286445768302,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
7,161040,富国创业板两年定开混合,1.7514,09-26,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.642,0.029,1.8,8669.0,1419082.88,1.621,1.644,1.616,1.613,1.25,113591107,113591107,-6.24643142628755,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
8,166025,中欧远见两年定开混合A,0.7868,09-26,暂停申购,暂停赎回,2027-04-26,10.0,100000000000.0,0.15,166025,中欧远见定开,0.733,0.001,0.14,4215.0,308276.7,0.727,0.734,0.727,0.732,0.72,42894299,42894299,-6.837824097610583,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166025.html
9,161912,万家社会责任18个月定开A,3.3825,09-26,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.151,0.016,0.51,9985.0,3123314.069,3.096,3.156,3.096,3.135,1.85,170002185,170002185,-6.844050258684406,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
10,160325,华夏创业板两年定开混合,1.2467,09-26,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,1.161,0.029,2.56,9555.0,1102660.72,1.14,1.162,1.135,1.132,0.86,128692196,128692196,-6.87414775006015,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
