,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,501028,财通多策略福瑞混合发起式(LOF)A,1.355,06-06,开放申购,开放赎回,,10.0,100000000000.0,0.15,501028,财通福瑞混合LOF,1.509,0.017,1.14,2255.0,360037.0,1.641,1.641,1.492,1.492,5.18,6567621,6567621,11.365313653136525,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501028.html
1,160529,博时创业板两年定开混合,0.932,06-06,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,0.885,0.0,0.0,50.0,4435.525,0.881,0.89,0.881,0.885,0.01,32728463,32728463,-5.042918454935626,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
2,160143,南方创业板2年定期开放混合,0.9286,06-06,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,0.878,0.004,0.46,990.0,86943.0,0.879,0.883,0.878,0.874,0.38,22834822,22834822,-5.44906310575059,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
3,160325,华夏创业板两年定开混合,0.831,06-06,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,0.784,0.003,0.38,2427.0,189731.7,0.776,0.785,0.776,0.781,0.22,84632726,84632726,-5.6558363417569115,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
4,501065,汇添富经典成长定开混合,1.0579,06-06,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,0.998,0.011,1.11,361.0,35576.0,0.993,0.998,0.977,0.987,0.28,12806935,12806935,-5.6621608847717235,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
5,161040,富国创业板两年定开混合,1.1396,06-06,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.075,0.006,0.56,784.0,84447.679,1.077,1.08,1.075,1.069,0.12,70571824,70571824,-5.668655668655668,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
6,160726,嘉实瑞享定期混合,0.952,06-06,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.897,0.001,0.11,287.0,25772.255,0.901,0.901,0.896,0.896,0.07,35027550,35027550,-5.777310924369742,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
7,160926,大成创业板两年定开混合A,0.8507,06-06,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,0.801,0.001,0.13,284.0,22728.9,0.797,0.804,0.797,0.8,0.04,61600959,61600959,-5.842247560832252,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
8,166027,中欧创业板两年定开混合A,0.8301,06-06,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.779,0.005,0.65,2181.0,169888.281,0.775,0.782,0.775,0.774,0.29,58385349,58385349,-6.155884833152624,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
9,161914,万家创业板2年定期开放混合A,0.6887,06-06,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.645,0.005,0.78,623.0,40158.76,0.644,0.651,0.644,0.64,0.04,104576481,104576481,-6.345288224190498,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
