,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,168401,红土转型精选混合(LOF),2.7595,08-13,开放申购,开放赎回,,10.0,100000000000.0,0.15,168401,红土创新精选LOF,3.349,0.249,8.03,4504.0,1416757.495,2.79,3.41,2.79,3.1,22.14,6812188,6812188,21.362565682188805,T+1,T+1,https://fundf10.eastmoney.com/jjfl_168401.html
1,165528,中信保诚鼎利混合(LOF)A,1.4237,08-13,开放申购,开放赎回,,10.0,100000000000.0,0.15,165528,中信保诚鼎利LOF,1.523,0.125,8.94,6195.0,901268.216,1.398,1.538,1.398,1.398,10.49,8990805,8990805,6.9747840134859835,T+1,T+1,https://fundf10.eastmoney.com/jjfl_165528.html
2,160726,嘉实瑞享定期混合,1.0109,08-13,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.953,0.0,0.0,2948.0,281583.2,0.953,0.958,0.953,0.953,0.75,37235162,37235162,-5.727569492531403,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
3,501038,银华明择多策略定期开放混合,1.9421,08-13,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.829,0.002,0.11,64.0,11704.0,1.82,1.829,1.82,1.827,0.06,18419310,18419310,-5.823593017867256,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
4,166027,中欧创业板两年定开混合A,0.9095,08-13,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.853,-0.005,-0.58,6245.0,532829.465,0.855,0.857,0.851,0.858,0.83,63958553,63958553,-6.212204507971412,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
5,166024,中欧恒利三年定期开放混合,1.1362,08-13,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,1.061,0.002,0.19,14651.0,1560485.7,1.064,1.07,1.06,1.059,1.71,91166882,91166882,-6.61855307164233,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
6,160143,南方创业板2年定期开放混合,1.116,08-13,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,1.037,0.029,2.88,14667.0,1510963.783,1.016,1.039,1.016,1.008,5.62,27071683,27071683,-7.078853046594998,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
7,161912,万家社会责任18个月定开A,2.4685,08-13,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,2.293,0.0,0.0,10847.0,2522895.118,2.294,2.342,2.292,2.293,2.11,117952252,117952252,-7.1095807170346355,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
8,160529,博时创业板两年定开混合,1.124,08-13,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,1.039,0.009,0.87,4015.0,417053.984,1.033,1.043,1.032,1.03,1.08,38474911,38474911,-7.56227758007119,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
9,501065,汇添富经典成长定开混合,1.2021,08-13,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.108,0.013,1.19,1246.0,137543.0,1.098,1.117,1.081,1.095,0.96,14350373,14350373,-7.82796772315114,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
10,160325,华夏创业板两年定开混合,1.0106,08-13,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,0.931,0.001,0.11,6080.0,566915.997,0.927,0.937,0.927,0.93,0.56,100530102,100530102,-7.876509004551742,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
11,161914,万家创业板2年定期开放混合A,0.7436,08-13,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.685,-0.002,-0.29,8082.0,554811.064,0.688,0.689,0.68,0.687,0.5,111824794,111824794,-7.880580957504033,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
12,160926,大成创业板两年定开混合A,1.0151,08-13,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,0.935,0.0,0.0,1781.0,166958.721,0.938,0.943,0.934,0.935,0.23,71192832,71192832,-7.89084819229631,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
13,161040,富国创业板两年定开混合,1.4851,08-13,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.365,-0.001,-0.07,5338.0,733170.641,1.369,1.38,1.365,1.366,0.8,91576149,91576149,-8.086997508585286,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
14,161132,易方达科顺定开混合,1.8757,08-13,暂停申购,暂停赎回,2027-12-21,10.0,100000000000.0,0.15,161132,易方达科顺定开,1.72,0.002,0.12,633.0,110294.9,1.749,1.749,1.718,1.718,0.93,11725061,11725061,-8.300900996961131,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161132.html
15,162720,广发创业板两年定开混合,1.064,08-13,暂停申购,暂停赎回,2026-10-29,10.0,100000000000.0,0.15,162720,广发创业板定开,0.975,0.003,0.31,13671.0,1331518.242,0.975,0.98,0.97,0.972,0.94,142354289,142354289,-8.364661654135345,T+1,T+1,https://fundf10.eastmoney.com/jjfl_162720.html
16,506003,富国科创板两年定开混合,0.8736,08-13,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506003,富国科创板,0.8,0.003,0.38,14716.0,1180851.0,0.802,0.808,0.796,0.797,0.67,176846640,176846640,-8.424908424908423,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506003.html
17,506001,万家科创板2年定开混合,1.1332,08-13,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,万家科创板,1.034,0.001,0.1,8985.0,929474.0,1.033,1.04,1.019,1.033,0.82,113518621,113518621,-8.75397105541828,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
18,506006,汇添富科创板2年定开混合,1.0658,08-13,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506006,汇添富科创板,0.97,0.0,0.0,24942.0,2421702.0,0.971,0.975,0.966,0.97,1.13,214919893,214919893,-8.988553199474582,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506006.html
19,506002,易方达科创板两年定开混合,1.19,08-13,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,506002,易方达科创板,1.082,-0.001,-0.09,47364.0,5155346.0,1.085,1.099,1.078,1.083,2.17,235865180,235865180,-9.07563025210083,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506002.html
20,506000,南方科创板3年定开混合,0.882,08-13,暂停申购,暂停赎回,2026-08-25,10.0,100000000000.0,0.15,506000,科创板基金,0.801,-0.006,-0.74,79435.0,6422475.0,0.808,0.813,0.801,0.807,1.02,621811174,621811174,-9.18367346938775,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506000.html
21,506005,博时科创板三年定开混合,1.0856,08-13,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,506005,科创板博时,0.985,0.003,0.31,100229.0,9924707.0,0.983,0.998,0.981,0.982,1.34,738113895,738113895,-9.266764922623427,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506005.html
22,501046,财通多策略福鑫定开混合,3.0584,08-13,暂停申购,暂停赎回,2026-11-09,10.0,100000000000.0,0.15,501046,财通福鑫定开混合,2.747,-0.025,-0.9,7381.0,2043950.0,2.818,2.818,2.715,2.772,4.67,43451771,43451771,-10.181794402301856,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501046.html
