,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,501312,华宝海外科技股票(QDII-LOF)A,1.9798,11-24,限大额,开放赎回,,10.0,10.0,0.12,501312,海外科技LOF,2.125,0.022,1.05,203937.0,43261569.0,2.112,2.129,2.112,2.103,7.53,575847392,575847392,7.334074148903929,T+2,T+2,https://fundf10.eastmoney.com/jjfl_501312.html
1,161128,易方达标普信息科技指数(QDII-LOF)A(人民币),5.7616,11-24,限大额,开放赎回,,10.0,10.0,0.12,161128,标普信息科技LOF,6.12,0.027,0.44,194383.0,118799480.008,6.123,6.128,6.086,6.093,4.26,2793672778,2793672778,6.220494307136915,T+2,T+2,https://fundf10.eastmoney.com/jjfl_161128.html
2,168401,红土转型精选混合(LOF),3.2514,11-25,开放申购,开放赎回,,10.0,100000000000.0,0.15,168401,红土创新精选LOF,3.43,0.21,6.52,2034.0,685776.683,3.21,3.474,3.172,3.22,7.89,8847929,8847929,5.493018392077269,T+1,T+1,https://fundf10.eastmoney.com/jjfl_168401.html
3,161130,易方达纳斯达克100ETF联接(QDII-LOF)A(人民币),3.9372,11-24,限大额,开放赎回,,10.0,10.0,0.12,161130,纳斯达克100LOF,4.144,0.046,1.12,33570.0,13874527.799,4.118,4.147,4.117,4.098,2.6,535201106,535201106,5.252463679772435,T+2,T+2,https://fundf10.eastmoney.com/jjfl_161130.html
4,161912,万家社会责任18个月定开A,3.3189,11-25,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.146,0.062,2.01,8881.0,2791398.556,3.061,3.177,3.06,3.084,1.64,170246520,170246520,-5.209557383470434,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
5,166025,中欧远见两年定开混合A,0.7604,11-25,暂停申购,暂停赎回,2027-04-26,10.0,100000000000.0,0.15,166025,中欧远见定开,0.72,0.0,0.0,35.0,2482.826,0.721,0.721,0.718,0.72,0.01,42487118,42487118,-5.312993161493949,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166025.html
6,161040,富国创业板两年定开混合,1.6692,11-25,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.579,0.023,1.48,13234.0,2091372.049,1.57,1.586,1.57,1.556,1.89,110339786,110339786,-5.403786244907743,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
7,501065,汇添富经典成长定开混合,1.3292,11-25,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.256,0.001,0.08,350.0,42779.0,1.215,1.257,1.215,1.255,0.27,16391302,16391302,-5.507071922961175,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
8,160926,大成创业板两年定开混合A,1.0781,11-25,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,1.018,0.003,0.3,1577.0,160575.9,1.001,1.023,1.001,1.015,0.21,78065518,78065518,-5.574622020220763,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
9,501038,银华明择多策略定期开放混合,1.8919,11-25,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.785,-0.003,-0.17,72.0,12771.0,1.769,1.788,1.769,1.788,0.07,18190043,18190043,-5.650404355409906,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
10,162720,广发创业板两年定开混合,1.1191,11-25,暂停申购,暂停赎回,2026-10-29,10.0,100000000000.0,0.15,162720,广发创业板定开,1.053,0.019,1.84,3388.0,354872.1,1.046,1.058,1.027,1.034,0.23,153848976,153848976,-5.906532034670722,T+1,T+1,https://fundf10.eastmoney.com/jjfl_162720.html
11,160325,华夏创业板两年定开混合,1.2361,11-25,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,1.163,0.012,1.04,4164.0,483914.3,1.158,1.175,1.129,1.151,0.37,130948856,130948856,-5.913761022570984,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
12,166027,中欧创业板两年定开混合A,0.9489,11-25,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.89,0.004,0.45,1113.0,99051.224,0.889,0.891,0.888,0.886,0.15,67189138,67189138,-6.207187269469908,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
13,161132,易方达科顺定开混合,2.0596,11-25,暂停申购,暂停赎回,2027-12-21,10.0,100000000000.0,0.15,161132,易方达科顺定开,1.926,0.007,0.36,631.0,121115.4,1.92,1.926,1.917,1.919,0.93,13129916,13129916,-6.486696445911836,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161132.html
14,160529,博时创业板两年定开混合,1.3047,11-25,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,1.22,0.017,1.41,3050.0,372803.432,1.209,1.239,1.192,1.203,0.82,45304018,45304018,-6.491913849927186,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
15,160143,南方创业板2年定期开放混合,1.2423,11-25,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,1.161,0.013,1.13,497.0,57447.851,1.151,1.165,1.151,1.148,0.18,31402980,31402980,-6.544312967882149,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
16,161914,万家创业板2年定期开放混合A,0.7384,11-25,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.688,-0.002,-0.29,4592.0,316072.66,0.692,0.692,0.686,0.69,0.28,114291800,114291800,-6.825568797399784,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
17,506002,易方达科创板两年定开混合,1.4461,11-25,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,506002,易方达科创板,1.336,0.018,1.37,39115.0,5202198.0,1.318,1.342,1.305,1.318,1.77,295347115,295347115,-7.613581356752635,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506002.html
18,506006,汇添富科创板2年定开混合,1.0854,11-25,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506006,汇添富科创板,0.992,0.006,0.61,12081.0,1196704.0,0.989,0.995,0.984,0.986,0.54,220475274,220475274,-8.605122535470787,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506006.html
19,506001,万家科创板2年定开混合,1.2678,11-25,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,万家科创板,1.158,0.019,1.67,8360.0,966784.0,1.139,1.159,1.139,1.139,0.76,127600715,127600715,-8.660672030288698,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
20,506003,富国科创板两年定开混合,0.9589,11-25,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506003,富国科创板,0.873,0.005,0.58,8230.0,721460.0,0.865,0.882,0.865,0.868,0.37,196281130,196281130,-8.95818124934821,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506003.html
21,506005,博时科创板三年定开混合,1.1971,11-25,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,506005,科创板博时,1.078,0.015,1.41,51339.0,5537166.0,1.07,1.085,1.06,1.063,0.67,826361925,826361925,-9.949043521844455,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506005.html
22,506000,南方科创板3年定开混合,1.0331,11-25,暂停申购,暂停赎回,2026-08-25,10.0,100000000000.0,0.15,506000,科创板基金,0.929,0.005,0.54,61797.0,5739993.0,0.922,0.935,0.919,0.924,0.78,733033960,733033960,-10.076468880069681,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506000.html
