,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,164105,华富强化回报债券(LOF),1.6256,07-14,开放申购,开放赎回,,10.0,100000000000.0,0.08,164105,华富强债LOF,1.72,0.065,3.93,14.0,2388.0,1.653,1.72,1.653,1.655,0.03,9551535,9551535,5.807086614173231,T+1,T+1,https://fundf10.eastmoney.com/jjfl_164105.html
1,168002,国寿安保策略精选混合(LOF)A,1.645,07-14,开放申购,开放赎回,,10.0,100000000000.0,0.15,168002,国寿精选LOF,1.728,0.09,5.49,1662.0,278159.876,1.649,1.73,1.643,1.638,14.98,1917477,1917477,5.045592705167171,T+1,T+1,https://fundf10.eastmoney.com/jjfl_168002.html
2,162720,广发创业板两年定开混合,0.8794,07-14,暂停申购,暂停赎回,2026-10-29,10.0,100000000000.0,0.15,162720,广发创业板定开,0.835,0.013,1.58,14531.0,1202634.879,0.819,0.835,0.815,0.822,1.0,121796773,121796773,-5.04889697521037,T+1,T+1,https://fundf10.eastmoney.com/jjfl_162720.html
3,160529,博时创业板两年定开混合,1.0059,07-14,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,160529,创业板博时定开,0.955,0.012,1.27,1440.0,136169.5,0.95,0.958,0.932,0.943,0.39,35317155,35317155,-5.060145143652456,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160529.html
4,501065,汇添富经典成长定开混合,1.1079,07-14,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.05,-0.001,-0.1,1013.0,105920.0,1.044,1.05,1.042,1.051,0.78,13599180,13599180,-5.226103438938537,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
5,160726,嘉实瑞享定期混合,0.977,07-14,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.923,-0.001,-0.11,2063.0,190606.6,0.926,0.926,0.923,0.924,0.53,36042842,36042842,-5.527123848515859,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
6,160325,华夏创业板两年定开混合,0.8941,07-14,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,0.844,0.002,0.24,1301.0,109616.0,0.842,0.846,0.841,0.842,0.12,91127435,91127435,-5.603400067106591,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
7,166025,中欧远见两年定开混合A,0.781,07-14,暂停申购,暂停赎回,2027-04-26,10.0,100000000000.0,0.15,166025,中欧远见定开,0.737,-0.002,-0.27,98.0,7190.2,0.733,0.737,0.733,0.739,0.02,41323994,41323994,-5.633802816901413,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166025.html
8,160926,大成创业板两年定开混合A,0.8975,07-14,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,0.843,-0.001,-0.12,638.0,53845.45,0.844,0.845,0.841,0.844,0.08,64916117,64916117,-6.072423398328691,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
9,166027,中欧创业板两年定开混合A,0.8646,07-14,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.811,-0.003,-0.37,689.0,56015.8,0.815,0.818,0.811,0.814,0.09,60806163,60806163,-6.199398565810777,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
10,166024,中欧恒利三年定期开放混合,1.0327,07-14,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,0.968,-0.004,-0.41,3336.0,322977.533,0.973,0.973,0.955,0.972,0.39,83175817,83175817,-6.265130241115521,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
11,161914,万家创业板2年定期开放混合A,0.6705,07-14,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.628,-0.003,-0.48,3427.0,215027.694,0.626,0.64,0.626,0.631,0.21,101826408,101826408,-6.338553318419088,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
12,506002,易方达科创板两年定开混合,0.9993,07-14,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,506002,易方达科创板,0.919,0.001,0.11,18074.0,1656193.0,0.915,0.919,0.915,0.918,0.83,200080820,200080820,-8.035624937456213,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506002.html
13,506003,富国科创板两年定开混合,0.7846,07-14,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506003,富国科创板,0.719,0.001,0.14,10639.0,762759.0,0.717,0.722,0.714,0.718,0.48,158849605,158849605,-8.360948253887331,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506003.html
14,506001,万家科创板2年定开混合,1.0264,07-14,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,XD万家科创板,0.938,-0.001,-0.11,3500.0,328606.0,0.943,0.943,0.936,0.939,0.32,102876651,102876651,-8.612626656274362,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
15,506006,汇添富科创板2年定开混合,0.9571,07-14,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506006,汇添富科创板,0.87,0.003,0.35,12840.0,1115880.0,0.867,0.874,0.865,0.867,0.58,192098262,192098262,-9.100407480931977,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506006.html
16,506005,博时科创板三年定开混合,0.9233,07-14,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,506005,科创板博时,0.837,0.002,0.24,32217.0,2694143.0,0.835,0.84,0.833,0.835,0.43,625682610,625682610,-9.346907830607607,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506005.html
17,506000,南方科创板3年定开混合,0.8303,07-14,暂停申购,暂停赎回,2026-08-25,10.0,100000000000.0,0.15,506000,科创板基金,0.747,0.0,0.0,107175.0,8000087.0,0.748,0.75,0.744,0.747,1.38,579159187,579159187,-10.032518366855358,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506000.html
