,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,161226,国投瑞银白银期货(LOF)A,2.2374,01-12,限大额,开放赎回,,10.0,100.0,0.1,161226,国投白银LOF,2.748,0.038,1.4,5321402.0,1469196250.551,2.71,2.85,2.71,2.71,16.34,8949921497,8949921497,22.821131670689198,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161226.html
1,501061,中金中证优选300指数(LOF)C,2.4238,01-12,开放申购,开放赎回,,10.0,100000000000.0,0.0,501061,金选300C类LOF,2.688,0.091,3.5,137.0,36459.0,2.519,2.804,2.419,2.597,0.93,3980122,3980122,10.900239293671104,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501061.html
2,166401,浦银安盛稳健增利债券C,1.1234,01-12,开放申购,开放赎回,,10.0,100000000000.0,0.0,166401,稳健增利LOF,1.207,0.082,7.29,565.0,65666.043,1.126,1.237,1.126,1.125,6.04,1129471,1129471,7.441694854904764,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166401.html
3,163115,申万菱信中证军工指数(LOF)A,1.5724,01-12,开放申购,开放赎回,,10.0,100000000000.0,0.1,163115,申万军工LOF,1.493,-0.095,-5.98,8299.0,1254120.269,1.598,1.598,1.476,1.588,4.18,29642673,29642673,-5.0496056982955935,T+1,T+1,https://fundf10.eastmoney.com/jjfl_163115.html
4,502003,易方达中证军工(LOF)A,1.955,01-12,开放申购,开放赎回,,10.0,99999999999.0,0.1,502003,军工LOF,1.853,-0.129,-6.51,13089.0,2454351.0,1.989,1.989,1.852,1.982,9.43,25706854,25706854,-5.217391304347831,T+1,T+1,https://fundf10.eastmoney.com/jjfl_502003.html
5,161024,富国中证军工指数(LOF)A,1.584,01-12,开放申购,开放赎回,,10.0,100000000000.0,0.12,161024,军工LOF,1.498,-0.082,-5.19,83507.0,12572133.376,1.58,1.58,1.485,1.58,5.79,216127115,216127115,-5.4292929292929335,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161024.html
6,501038,银华明择多策略定期开放混合,1.8997,01-12,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.793,-0.008,-0.44,220.0,39551.0,1.8,1.802,1.788,1.801,0.21,18364803,18364803,-5.616676317313261,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
7,160726,嘉实瑞享定期混合,1.0866,01-12,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,1.023,-0.004,-0.39,608.0,62350.1,1.034,1.034,1.02,1.027,0.15,41730141,41730141,-5.853119823302053,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
8,161912,万家社会责任18个月定开A,3.6935,01-12,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.477,-0.05,-1.42,6688.0,2341749.879,3.527,3.543,3.45,3.527,1.23,188533774,188533774,-5.861648842561254,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
9,160926,大成创业板两年定开混合A,1.1252,01-12,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,1.059,0.001,0.09,11865.0,1257245.555,1.056,1.065,1.051,1.058,1.52,82902635,82902635,-5.883398506932104,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
10,501065,汇添富经典成长定开混合,1.4177,01-12,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,1.333,-0.009,-0.67,2089.0,279427.0,1.331,1.34,1.331,1.342,1.6,17396183,17396183,-5.97446568385413,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
