,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,161226,国投瑞银白银期货(LOF)A,1.1421,09-19,限大额,开放赎回,,10.0,10000.0,0.1,161226,国投白银LOF,1.201,0.055,4.8,1568985.0,185465886.778,1.177,1.201,1.173,1.146,8.2,2298340114,2298340114,5.1571666228876785,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161226.html
1,501046,财通多策略福鑫定开混合,4.0989,09-19,暂停申购,暂停赎回,2026-11-09,10.0,100000000000.0,0.15,501046,财通福鑫定开混合,3.848,-0.025,-0.65,12230.0,4682910.0,3.82,3.862,3.8,3.873,7.44,63238417,63238417,-6.121154456073594,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501046.html
2,160726,嘉实瑞享定期混合,1.044,09-19,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.976,0.008,0.83,1319.0,128763.937,0.973,0.979,0.973,0.968,0.34,37679208,37679208,-6.513409961685829,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
3,166024,中欧恒利三年定期开放混合,1.1794,09-19,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,1.102,0.001,0.09,1045.0,115035.796,1.093,1.104,1.093,1.101,0.12,94689825,94689825,-6.562658979141929,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
4,501070,广发睿阳三年定开混合,1.1414,09-19,暂停申购,暂停赎回,2028-03-06,10.0,100000000000.0,0.15,501070,广发睿阳,1.066,-0.009,-0.84,247.0,26444.0,1.075,1.075,1.066,1.075,0.17,15556564,15556564,-6.6059225512528394,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501070.html
5,161132,易方达科顺定开混合,2.1166,09-19,暂停申购,暂停赎回,2027-12-21,10.0,100000000000.0,0.15,161132,易方达科顺定开,1.967,0.0,0.0,841.0,165342.8,1.964,1.974,1.953,1.967,1.23,13409228,13409228,-7.067939147689689,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161132.html
6,501038,银华明择多策略定期开放混合,2.0423,09-19,暂停申购,暂停赎回,2026-10-15,10.0,100000000000.0,0.15,501038,银华明择,1.894,-0.021,-1.1,421.0,79200.0,1.876,1.894,1.876,1.915,0.42,19078262,19078262,-7.261420946971557,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501038.html
7,166025,中欧远见两年定开混合A,0.7985,09-19,暂停申购,暂停赎回,2027-04-26,10.0,100000000000.0,0.15,166025,中欧远见定开,0.74,0.0,0.0,1536.0,112970.841,0.745,0.745,0.733,0.74,0.26,43303931,43303931,-7.326236693800876,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166025.html
8,161912,万家社会责任18个月定开A,3.3095,09-19,暂停申购,暂停赎回,2027-01-15,10.0,1000.0,0.15,161912,社会责任定开,3.029,0.076,2.57,20307.0,6098056.1,2.955,3.033,2.948,2.953,3.8,161685145,161685145,-8.475600543888804,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161912.html
9,166027,中欧创业板两年定开混合A,0.989,09-19,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.902,0.001,0.11,1964.0,177479.76,0.901,0.906,0.901,0.901,0.26,67850203,67850203,-8.796764408493424,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
