,场外代码,基金简称,最新净值/万份收益,最新净值/万份收益-报告时间,申购状态,赎回状态,下一开放日,购买起点,日累计限定金额,手续费,场内代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,换手率,流通市值,总市值,溢价率%,买入确认日,卖出确认日,jjfl_url
0,501028,财通多策略福瑞混合发起式(LOF)A,1.3573,06-05,开放申购,开放赎回,,10.0,100000000000.0,0.15,501028,财通福瑞混合LOF,1.492,0.136,10.03,2115.0,308876.0,1.377,1.492,1.346,1.356,4.86,6493632,6493632,9.924114049952113,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501028.html
1,162720,广发创业板两年定开混合,0.8264,06-05,暂停申购,暂停赎回,2026-10-29,10.0,100000000000.0,0.15,162720,广发创业板定开,0.78,0.004,0.52,133.0,10329.35,0.776,0.781,0.775,0.776,0.01,113774231,113774231,-5.614714424007744,T+1,T+1,https://fundf10.eastmoney.com/jjfl_162720.html
2,160726,嘉实瑞享定期混合,0.9511,06-05,暂停申购,暂停赎回,2026-09-14,10.0,100000000000.0,0.15,160726,嘉实瑞享定开,0.896,0.002,0.22,2447.0,219242.4,0.9,0.902,0.895,0.894,0.63,34988501,34988501,-5.7932919777100125,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160726.html
3,160143,南方创业板2年定期开放混合,0.9303,06-05,暂停申购,暂停赎回,2026-09-01,10.0,100000000000.0,0.15,160143,创业板定开南方,0.874,0.005,0.58,390.0,34085.5,0.869,0.874,0.869,0.869,0.15,22730791,22730791,-6.051811243684835,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160143.html
4,160926,大成创业板两年定开混合A,0.8543,06-05,暂停申购,暂停赎回,2026-08-13,10.0,100000000000.0,0.15,160926,创业板定开,0.802,-0.002,-0.25,36.0,2876.7,0.799,0.802,0.799,0.804,0.0,61677865,61677865,-6.121971204494897,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160926.html
5,160325,华夏创业板两年定开混合,0.8326,06-05,暂停申购,暂停赎回,2026-08-20,10.0,100000000000.0,0.15,160325,华夏创业板定开,0.781,0.002,0.26,716.0,55889.8,0.78,0.782,0.779,0.779,0.07,84308877,84308877,-6.197453759308188,T+1,T+1,https://fundf10.eastmoney.com/jjfl_160325.html
6,501065,汇添富经典成长定开混合,1.0582,06-05,暂停申购,暂停赎回,2028-01-03,10.0,100000000000.0,0.15,501065,经典成长,0.987,0.002,0.2,17.0,1681.0,0.992,0.997,0.98,0.985,0.01,12665776,12665776,-6.728406728406731,T+1,T+1,https://fundf10.eastmoney.com/jjfl_501065.html
7,161040,富国创业板两年定开混合,1.1463,06-05,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,161040,创业富国定开,1.069,0.001,0.09,189.0,20195.2,1.068,1.069,1.068,1.068,0.03,70177934,70177934,-6.7434354008549375,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161040.html
8,166024,中欧恒利三年定期开放混合,0.9876,06-05,暂停申购,暂停赎回,2026-12-01,10.0,100000000000.0,0.15,166024,中欧恒利定开,0.921,0.003,0.33,857.0,78868.3,0.919,0.921,0.919,0.918,0.1,79137322,79137322,-6.743620899149453,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166024.html
9,166027,中欧创业板两年定开混合A,0.8363,06-05,暂停申购,暂停赎回,2026-07-16,10.0,100000000000.0,0.15,166027,中欧创业定开,0.774,-0.002,-0.26,1100.0,85201.3,0.776,0.776,0.774,0.776,0.15,58010603,58010603,-7.449479851727851,T+1,T+1,https://fundf10.eastmoney.com/jjfl_166027.html
10,161914,万家创业板2年定期开放混合A,0.6917,06-05,暂停申购,暂停赎回,2026-10-08,10.0,100000000000.0,0.15,161914,创业板2年定开,0.64,0.0,0.0,1820.0,115714.34,0.644,0.644,0.635,0.64,0.11,103765811,103765811,-7.474338586092231,T+1,T+1,https://fundf10.eastmoney.com/jjfl_161914.html
11,506006,汇添富科创板2年定开混合,0.8893,06-05,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506006,汇添富科创板,0.815,-0.001,-0.12,15826.0,1289995.0,0.818,0.818,0.814,0.816,0.72,179846050,179846050,-8.354885865287308,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506006.html
12,506002,易方达科创板两年定开混合,0.9659,06-05,暂停申购,暂停赎回,2026-09-28,10.0,100000000000.0,0.15,506002,易方达科创板,0.882,0.0,0.0,9449.0,833018.0,0.882,0.884,0.874,0.882,0.43,192071729,192071729,-8.686199399523757,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506002.html
13,506003,富国科创板两年定开混合,0.7788,06-05,暂停申购,暂停赎回,2026-08-24,10.0,100000000000.0,0.15,506003,富国科创板,0.711,-0.004,-0.56,9459.0,670843.0,0.714,0.714,0.708,0.715,0.43,156931067,156931067,-8.705701078582445,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506003.html
14,506001,万家科创板2年定开混合,1.0271,06-05,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,万家科创板,0.934,-0.004,-0.43,837.0,78228.0,0.937,0.937,0.934,0.938,0.08,102437944,102437944,-9.06435595365591,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
15,506001,万家科创板2年定开混合,1.0271,06-05,暂停申购,暂停赎回,2026-08-31,10.0,100000000000.0,0.15,506001,万家科创板,0.934,-0.004,-0.43,837.0,78228.0,0.937,0.937,0.934,0.938,0.08,102437944,102437944,-9.06435595365591,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506001.html
16,506005,博时科创板三年定开混合,0.8941,06-05,暂停申购,暂停赎回,2026-08-10,10.0,100000000000.0,0.15,506005,科创板博时,0.808,0.001,0.12,24781.0,2001141.0,0.81,0.812,0.805,0.807,0.33,603911482,603911482,-9.629795324907723,T+1,T+1,https://fundf10.eastmoney.com/jjfl_506005.html
